title,authors_name,conference_name,published_year,school_institution,domain
"```json
{
    ""title"": ""Improving Intrusion Detectors by Crook-sourcing""
}
```","```json
{
    ""authors"": ""Frederico Araujo, Gbadebo Ayoade, Khaled Al-Naami, Yang Gao, Kevin W. Hamlen, Latifur Khan""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""IBM Research, The University of Texas at Dallas""
}
```","```json
{
    ""research_domain"": ""network intrusion detection systems""
}
```"
"```json
{
    ""title"": ""Improving security and usability of passphrases with guided word choice""
}
```","{
    ""authors"": ""Nikola K. Blanchard, Clément Malaingre, Ted Selker""
}","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": """"
}
```","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""Improving Developers’ Understanding of Regex Denial of Service Tools through Anti-Patterns and Fix Strategies""
}","```json
{
    ""authors"": ""Sk Adnan Hassan, Zainab Aamir, Dongyoon Lee, James C. Davis, Francisco Servant""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Virginia Tech, Stony Brook University, Purdue University, University of Málaga, Universidad Rey Juan Carlos""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Improving Password Guessing via Representation Learning""
}","{
    ""authors"": ""Dario Pasquini, Ankit Gangwal, Giuseppe Ateniese, Massimo Bernaschi, Mauro Conti""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2021""
}","```json
{
    ""school"": ""Stevens Institute of Technology, Sapienza University of Rome, Institute of Applied Computing CNR, University of Padua""
}
```","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""Inference Attacks on Property-Preserving Encrypted Databases""
}","```json
{
    ""authors"": ""Muhammad Naveed, Seny Kamara, Charles V. Wright""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""UIUC, Microsoft Research, Portland State University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Inferring User Routes and Locations using Zero-Permission Mobile Sensors""
}","{
    ""authors"": ""Sashank Narain, Triet D. V o-Huu, Kenneth Block, Guevara Noubir""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2016""
}","```json
{
    ""school"": ""College of Computer and Information Science, Northeastern University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Information Leakage in Embedding Models""
}","```json
{
    ""authors"": ""Congzheng Song, Ananth Raghunathan""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Cornell University, Google Brain, Facebook, Stanford University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Inlined Information Flow Monitoring for JavaScript""
}
```","```json
{
    ""authors"": ""Andrey Chudnov, David A. Naumann""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Stevens Institute of Technology""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Insecure Until Proven Updated: Analyzing AMD SEV’s Remote Attestation""
}","```json
{
    ""authors"": ""Robert Buhren, Christian Werling, Jean-Pierre Seifert""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Technische Universität Berlin, Hasso Plattner Institute, Potsdam""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
"```json
{
    ""title"": ""Insecurity of Voice Solution VoLTE in LTE Mobile Networks""
}
```","```json
{
    ""authors"": ""Chi-Yu Li, Guan-Hua Tu, Chunyi Peng, Zengwen Yuan, Yuanjie Li, Songwu Lu, Xinbing Wang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""University of California, Los Angeles, The Ohio State University, Shanghai Jiao Tong University, China""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""IntegriDB: Verifiable SQL for Outsourced Databases""
}","```json
{
    ""authors"": ""Yupeng Zhang, Jonathan Katz, Charalampos Papamanthou""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","{
    ""school"": ""University of Maryland""
}","```json
{
    ""research_domain"": ""cloud security""
}
```"
"```json
{
    ""title"": ""Intriguer: Field-Level Constraint Solving for Hybrid Fuzzing""
}
```","```json
{
    ""authors"": ""Mingi Cho, Seoyoung Kim, Taekyoung Kwon""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2019""
}
```","{
    ""school"": ""Yonsei University""
}","```json
{
    ""research_domain"": ""software security engineering""
}
```"
"```json
{
    ""title"": ""Intriguing Properties of Adversarial ML Attacks in the Problem Space""
}
```","{
    ""authors"": ""Fabio Pierazzi, Feargus Pendlebury, Jacopo Cortellazzi, Lorenzo Cavallaro""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""King’s College London, Royal Holloway, University of London, The Alan Turing Institute""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""Investigating System Operators’ Perspective on Security Misconfigurations""
}
```","```json
{
    ""authors"": ""Constanze Dietrich, Katharina Krombholz, Kevin Borgolte, Tobias Fiebig""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Berliner Hochschule für Technik, CISPA Helmholtz Center, Princeton University, TU Delft""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""Investigating Package Related Security Threats in Software Registries""
}
```","```json
{
    ""authors"": ""Yacong Gu, Lingyun Ying, Yingyuan Pu, Xiao Hu, Huajun Chai, Ruimin Wang, Xing Gao, Haixin Duan""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""QI-ANXIN Technology Research Institute, Ocean University of China, Southeast University, University of Delaware, Tsinghua University, Tsinghua University-QI-ANXIN Group JCNS""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Invisible Probe: Timing Attacks with PCIe Congestion Side-channel""
}","```json
{
    ""authors"": ""Mingtian Tan, Junpeng Wan, Zhe Zhou, Zhou Li""
}
```","{
    ""conference"": ""SP""
}","{
    ""year"": ""2021""
}","{
    ""school"": ""Fudan University, University of California, Irvine""
}","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""IPvSeeYou: Exploiting Leaked Identiﬁers in IPv6 for Street-Level Geolocation""
}","```json
{
    ""authors"": ""Erik C. Rye, Robert Beverly""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""University of Maryland, CMAND""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Iron: Functional Encryption using Intel SGX""
}","```json
{
    ""authors"": ""Ben Fisch, Dhinakaran Vinayagamurthy, Dan Boneh, Sergey Gorbunov""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Stanford University, University of Waterloo""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""IRShield: A Countermeasure Against Adversarial Physical-Layer Wireless Sensing""
}","{
    ""authors"": ""Paul Staat, Simon Mulzery, Stefan Rothy, Veelasha Moonsamyy, Markus Heinrichs, Rainer Kronberger, Aydin Sezgin, Christof Paar""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2022""
}","```json
{
    ""school"": ""Max Planck Institute for Security and Privacy, Ruhr University Bochum, TH Köln – University of Applied Sciences""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Is Interaction Necessary for Distributed Private Learning?""
}","{
    ""authors"": ""Adam Smith, Abhradeep Thakurta, Jalaj Upadhyay""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2017""
}","{
    ""school"": ""School of Electrical Engineering and Computer Science, Pennsylvania State University, Department of Computer Science, University of California Santa Cruz""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Is Private Learning Possible with Instance Encoding?""
}","```json
{
    ""authors"": ""Nicholas Carlini, Samuel Deng, Sanjam Garg, Somesh Jha, Saeed Mahloujifar, Mohammad Mahmoody, Abhradeep Thakurta, Florian Tramèr""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","{
    ""school"": ""Google, Columbia University, UC Berkeley, NTT Research, University of Wisconsin, Princeton University, University of Virginia, Stanford University""
}","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"```json
{
    ""title"": ""It’s (DOM) Clobbering Time: Attack Techniques, Prevalence, and Defenses""
}
```","{
    ""authors"": ""Soheil Khodayari, Giancarlo Pellegrino""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center for Information Security""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""It’s like flossing your teeth: On the Importance and Challenges of Reproducible Builds for Software Supply Chain Security""
}","```json
{
    ""authors"": ""Marcel Fourné, Dominik Wermke, William Enck, Sascha Fahl, Yasemin Acar""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Max Planck Institute for Security and Privacy, CISPA Helmholtz Center for Information Security, North Carolina State University, Paderborn University, George Washington University""
}
```","```json
{
    ""research_domain"": ""software supply chain security""
}
```"
"```json
{
    ""title"": ""IVD: Automatic Learning and Enforcement of Authorization Rules in Online Social Networks""
}
```","```json
{
    ""authors"": ""Paul Marinescu, Chad Parry, Marjori Pomarole, Yuan Tian, Patrick Tague, Ioannis Papagiannis""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2017""
}","```json
{
    ""school"": ""Facebook, Carnegie Mellon University""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"```json
{
    ""title"": ""IvoriWatch: Exploring Transparent Integrity Verification of Remote User Input Leveraging Wearables""
}
```","```json
{
    ""authors"": ""Prakash Shrestha, Zengrui Liu, Nitesh Saxena""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""University of Florida, University of Alabama at Birmingham""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""JaTE: Transparent and Efﬁcient JavaScript Conﬁnement""
}
```","```json
{
    ""authors"": ""T ung T ran, Riccardo Pelizzi, R. Sekar""
}
```","{
    ""conference"": ""ACSAC""
}","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Stony Brook University""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Jbeil : Temporal Graph-Based Inductive Learning to Infer Lateral Movement in Evolving Enterprise Networks""
}","```json
{
    ""authors"": ""Joseph Khoury, Dor de Klisura, Hadi Zanddizari, Gonzalo De La Torre Parra, Peyman Najafiarad, Elias Bou-Harb""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""school"": ""Louisiana State University, The University of Texas at San Antonio, The University of the Incarnate Word""
}
```","```json
{
    ""research_domain"": ""advanced persistent threat detection""
}
```"
"{
    ""title"": ""Jigsaw Puzzle: Selective Backdoor Attack to Subvert Malware Classifiers""
}","{
    ""authors"": ""Limin Yang, Zhi Chen, Jacopo Cortellazzi, Feargus Pendlebury, Kevin Tu, Fabio Pierazzi, Lorenzo Cavallaro, Gang Wang""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign, King's College London, University College London""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""JITGuard: Hardening Just-in-time Compilers with SGX""
}
```","```json
{
    ""authors"": ""Tommaso Frassetto, David Gens, Christopher Liebchen, Ahmad-Reza Sadeghi""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Technische Universität Darmstadt""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""JN-SAF : Precise and Efficient NDK/JNI-aware Inter-language Static Analysis Framework for Security Vetting of Android Applications with Native Code""
}
```","```json
{
    ""authors"": ""Fengguo Wei, Xingwei Lin, Xinming Ou, Ting Chen, Xiaosong Zhang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of South Florida, University of Electronic Science and Technology of China""
}
```","```json
{
    ""research_domain"": ""mobile security""
}
```"
"{
    ""title"": ""JStap: A Static Pre-Filter for Malicious JavaScript Detection""
}","```json
{
    ""authors"": ""Aurore Fass, Michael Backes, Ben Stock""
}
```","{
    ""conference"": ""ACSAC""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center for Information Security""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""KAIROS : Practical Intrusion Detection and Investigation using Whole-system Provenance""
}","```json
{
    ""authors"": ""Zijun Cheng, Qiujian Lv, Jinyuan Liang, Yan Wang, Degang Sun, Thomas Pasquier, Xueyuan Han""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2024""
}
```","{
    ""school"": ""Institute of Information Engineering, Chinese Academy of Sciences, China, School of Cyber Security, University of Chinese Academy of Sciences, China, University of British Columbia, British Columbia, Canada, Wake Forest University, North Carolina, United States""
}","```json
{
    ""research_domain"": ""network intrusion detection systems""
}
```"
"{
    ""title"": ""Kakute: A Precise, Unified Information Flow Analysis System for Big-data Security""
}","```json
{
    ""authors"": ""Jianyu Jiang, Shixiong Zhao, Danish Alsayed, Yuexuan Wang, Heming Cui, Feng Liang, Zhaoquan Gu""
}
```","{
    ""conference"": ""ACSAC""
}","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""The University of Hong Kong, Zhejiang University, Guangzhou University""
}
```","```json
{
    ""research_domain"": ""big data security""
}
```"
"```json
{
    ""title"": ""KARONTE : Detecting Insecure Multi-binary Interactions in Embedded Firmware""
}
```","```json
{
    ""authors"": ""Nilo Redini, Aravind Machiry, Ruoyu Wang, Chad Spensky, Andrea Continella, Yan Shoshitaishvili, Christopher Kruegel, Giovanni Vigna""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""UC Santa Barbara, Arizona State University""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""Key Reinstallation Attacks: Forcing Nonce Reuse in WPA2""
}","```json
{
    ""authors"": ""Mathy Vanhoef, Frank Piessens""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","{
    ""school"": ""imec-DistriNet, KU Leuven""
}","```json
{
    ""research_domain"": ""network security""
}
```"
"```json
{
    ""title"": ""KHyperLogLog: Estimating Reidentiﬁability and Joinability of Large Data at Scale""
}
```","```json
{
    ""authors"": ""Pern Hui Chia, Damien Desfontaines, Irippuge Milinda Perera, Daniel Simmons-Marengo, Chao Li, Wei-Yen Day, Qiushi Wang, Miguel Guevara""
}
```","```json
{
    ""conference"": ""NDSS""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Google, ETH Zürich""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Kiss from a Rogue: Evaluating Detectability of Pay-at-the-Pump Card Skimmers""
}","{
    ""authors"": ""Nolen Scaife, Jasmine Bowers, Christian Peeters, Grant Hernandez, Imani N. Sherman, Patrick Traynor, Lisa Anthony""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Florida""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Kobold: Evaluating Decentralized Access Control for Remote NSXPC Methods on iOS""
}","```json
{
    ""authors"": ""Luke Deshotels, Costin Carabas, Jordan Beichler, R˘azvan Deaconescu, William Enck""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""North Carolina State University, Samsung Research America, University POLITEHNICA of Bucharest""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"{
    ""title"": ""KRACE : Data Race Fuzzing for Kernel File Systems""
}","{
    ""authors"": ""Meng Xu, Sanidhya Kashyap, Hanqing Zhao, Taesoo Kim""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Georgia Institute of Technology""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""LAMBRETTA : Learning to Rank for Twitter Soft Moderation""
}
```","{
    ""authors"": ""Pujan Paudel, Jeremy Blackburn, Emiliano De Cristofaro, Savvas Zannettou, Gianluca Stringhini""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Boston University, Binghamton University, University College London, Delft University of Technology""
}
```","```json
{
    ""research_domain"": ""adversarial social networking""
}
```"
"```json
{
    ""title"": ""Large-Scale and Language-Oblivious Code Authorship Identification""
}
```","```json
{
    ""authors"": ""Mohammed Abuhamad, Tamer AbuHmed, Aziz Mohaisen, DaeHun Nyang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Inha University, University of Central Florida""
}
```","```json
{
    ""research_domain"": ""code authorship identification""
}
```"
"{
    ""title"": ""Latent Typing Biometrics in Online Collaboration Services""
}","```json
{
    ""authors"": ""Shane McCulley, Vassil Roussev""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of New Orleans""
}
```","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"{
    ""title"": ""Lattice Basis Reduction Attack against Physically Unclonable Functions""
}","```json
{
    ""authors"": ""Fatemeh Ganji, Juliane Krämer, Jean-Pierre Seifert, Shahin Tajik""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Technische Universität Berlin, Telekom Innovation Laboratories, Technische Universität Darmstadt""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Lattice-Based Group Signatures and Zero-Knowledge Proofs of Automorphism Stability""
}","```json
{
    ""authors"": ""Rafaël del Pino, Vadim Lyubashevsky, Gregor Seiler""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""ENS Paris, IBM Research – Zurich, ETH Zurich""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Lawful Device Access without Mass Surveillance Risk: A Technical Design Discussion""
}
```","```json
{
    ""authors"": ""Stefan Savage""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of California, San Diego""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"```json
{
    ""title"": ""LazyTAP: On-Demand Data Minimization for Trigger-Action Applications""
}
```","```json
{
    ""authors"": ""Mohammad M. Ahmadpanah, Daniel Hedin, Andrei Sabelfeld""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","{
    ""school"": ""Chalmers University of Technology, Mälardalen University""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""LBM: A Security Framework for Peripherals within the Linux Kernel""
}
```","```json
{
    ""authors"": ""Dave (Jing) Tian, Grant Hernandez, Joseph I. Choi, Vanessa Frost, Peter C. Johnson, Kevin R. B. Butler""
}
```","{
    ""conference"": ""ACSAC""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Florida, Middlebury College""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""Leakage-Abuse Attacks against Order-Revealing Encryption""
}","```json
{
    ""authors"": ""Paul Grubbs, Kevin Sekniqi, Vincent Bindschaedler, Muhammad Naveed, Thomas Ristenpart""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Cornell Tech, Cornell University, UIUC, USC""
}
```","```json
{
    ""research_domain"": ""cryptographic api misuse detection""
}
```"
"{
    ""title"": ""Leakage-Abuse Attacks Against Searchable Encryption""
}","```json
{
    ""authors"": ""David Cash, Paul Grubbs, Jason Perry, Thomas Ristenpart""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Rutgers University, Cornell University, Lewis University, Cornell Tech, Skyhigh Networks Inc.""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""LeakyPick: IoT Audio Spy Detector""
}","```json
{
    ""authors"": ""Richard Mitev, Anna Pazii, Markus Miettinen, William Enck, Ahmad-Reza Sadeghi""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Technical University of Darmstadt, University of Paris Saclay, North Carolina State University""
}
```","```json
{
    ""research_domain"": ""iot security""
}
```"
"{
    ""title"": ""Learning from Mutants: Using Code Mutation to Learn and Monitor Invariants of a Cyber-Physical System""
}","{
    ""authors"": ""Yuqi Chen, Christopher M. Poskitt, Jun Sun""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Singapore University of Technology and Design""
}
```","```json
{
    ""research_domain"": ""machine learning for cybersecurity""
}
```"
"```json
{
    ""title"": ""Learning to Fuzz from Symbolic Execution with Application to Smart Contracts""
}
```","```json
{
    ""authors"": ""Jingxuan He, Mislav Balunović, Nodar Ambroladze, Petar Tsankov, Martin Vechev""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""ETH Zurich, Switzerland""
}
```","```json
{
    ""research_domain"": ""machine learning for cybersecurity""
}
```"
"{
    ""title"": ""Single Snapshot Detection and Estimation of Reflections From Room Impulse Responses in the Spherical Harmonic Domain""
}","```json
{
    ""authors"": ""Sakari Tervo""
}
```","```json
{
    ""conference"": ""TASLP""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Aalto University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Learning Differentially Private Mechanisms""
}","{
    ""authors"": ""Subhajit Roy, Justin Hsu, Aws Albarghouthi""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Indian Institute of Technology Kanpur, University of Wisconsin–Madison""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Leave Me Alone: App-level Protection Against Runtime Information Gathering on Android""
}","```json
{
    ""authors"": ""Nan Zhang, Kan Yuan, Muhammad Naveed, Xiaoyong Zhou, XiaoFeng Wang""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2015""
}
```","{
    ""school"": ""Indiana University, Bloomington, University of Illinois at Urbana-Champaign""
}","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"{
    ""title"": ""Leave Your Phone at the Door: Side Channels that Reveal Factory Floor Secrets""
}","```json
{
    ""authors"": ""Avesta Hojjati, Anku Adhikari, Katarina Struckmann, Edward J. Chou, Thi Ngoc Tho Nguyen, Kushagra Madan, Marianne S. Winslett, Carl A. Gunter, William P. King""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign, Advanced Digital Sciences Center""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""LegoSNARK: Modular Design and Composition of Succinct Zero-Knowledge Proofs""
}","```json
{
    ""authors"": ""Matteo Campanelli, Dario Fiore, Anaïs Querol""
}
```","{
    ""conference"": ""CCS""
}","{
    ""year"": ""2019""
}","```json
{
    ""school"": ""IMDEA Software Institute, Universidad Politécnica de Madrid""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""LEMNA: Explaining Deep Learning based Security Applications""
}","```json
{
    ""authors"": ""Wenbo Guo, Dongliang Mu, Jun Xu, Purui Su, Gang Wang, Xinyu Xing""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2018""
}
```","{
    ""school"": ""The Pennsylvania State University, JD Security Research Center, Virginia Tech, Stevens Institute of Technology, Nanjing University, Chinese Academy of Sciences""
}","```json
{
    ""research_domain"": ""explainable ai""
}
```"
"```json
{
    ""title"": ""Let’s Encrypt: An Automated Certificate Authority to Encrypt the Entire Web""
}
```","```json
{
    ""authors"": ""Josh Aas, Richard Barnes, Benton Case, Zakir Durumeric, Peter Eckersley, Alan Flores-López, J. Alex Halderman, Jacob Hoffman-Andrews, James Kasten, Eric Rescorla, Seth Schoen, Brad Warren""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Stanford University, University of Michigan, Electronic Frontier Foundation, Cisco, Mozilla""
}
```","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"{
    ""title"": ""Let’s Go in for a Closer Look: Observing Passwords in Their Natural Habitat""
}","```json
{
    ""authors"": ""Sarah Pearman, Jeremy Thomas, Pardis Emani Naeini, Hana Habib, Lujo Bauer, Nicolas Christin, Lorrie Faith Cranor, Serge Egelman, Alain Forget""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Carnegie Mellon University, International Computer Science Institute, Google, Inc.""
}
```","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""Leveraging Prefix Structure to Detect Volumetric DDoS Attack Signatures with Programmable Switches""
}","```json
{
    ""authors"": ""Chris Misa, Ramakrishnan Durairajan, Arpit Gupta, Reza Rejaie, Walter Willinger""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""school"": ""University of Oregon, UCSB, NIKSUN, Inc.""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""LevioSA: Lightweight Secure Arithmetic Computation""
}","{
    ""authors"": ""Carmit Hazay, Yuval Ishai, Antonio Marcedone, Muthuramakrishnan Venkitasubramaniam""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Bar-Ilan University, Technion, Keybase Inc, University of Rochester""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
